,Gene stable ID,Transcript stable ID,GO domain,GO term name,GO term accession
153587,ENSG00000180083,ENST00000356562,molecular_function,serine-type endopeptidase inhibitor activity,GO:0003824
153642,ENSG00000062598,ENST00000290246,molecular_function,SH3 domain binding,GO:0017124
154177,ENSG00000128274,ENST00000642412,molecular_function,transferase activity,GO:0016740
154266,ENSG00000100304,ENST00000216129,molecular_function,ATP binding,GO:0005524
154362,ENSG00000139797,ENST00000267291,molecular_function,metal ion binding,GO:0046872
154367,ENSG00000160213,ENST00000639959,molecular_function,endopeptidase inhibitor activity,GO:0003824
154609,ENSG00000183172,ENST00000331479,molecular_function,protein binding,GO:0005515
154899,ENSG00000126218,ENST00000409306,molecular_function,calcium ion binding,GO:0005509
154947,ENSG00000160216,ENST00000291572,molecular_function,"transferase activity, transferring acyl groups",GO:0016746
155209,ENSG00000074695,ENST00000251047,molecular_function,mannose binding,GO:0005537
155302,ENSG00000126217,ENST00000375608,molecular_function,protein binding,GO:0005515
155484,ENSG00000101040,ENST00000311275,molecular_function,protein binding,GO:0005515
155778,ENSG00000160218,ENST00000291574,molecular_function,protein binding,GO:0005515
155804,ENSG00000170525,ENST00000379789,molecular_function,ATP binding,GO:0005524
156047,ENSG00000081913,ENST00000262719,molecular_function,protein binding,GO:0005515
156082,ENSG00000100150,ENST00000535622,molecular_function,GTPase activator activity,GO:0003824
156529,ENSG00000071991,ENST00000262150,molecular_function,calcium ion binding,GO:0005509
156627,ENSG00000047230,ENST00000359276,molecular_function,CTP synthase activity,GO:0016874
156695,ENSG00000241945,ENST00000291576,molecular_function,protein binding,GO:0005515
157086,ENSG00000157540,ENST00000646523,molecular_function,ATP binding,GO:0005524
157982,ENSG00000131828,ENST00000423505,molecular_function,"oxidoreductase activity, acting on the aldehyde or oxo group of donors, disulfide as acceptor",GO:0016624
158274,ENSG00000173674,ENST00000379607,molecular_function,RNA binding,GO:0003676
158322,ENSG00000152213,ENST00000282026,molecular_function,GTP binding,GO:0005525
158340,ENSG00000183098,ENST00000377047,molecular_function,protein binding,GO:0005515
158364,ENSG00000107537,ENST00000396913,molecular_function,metal ion binding,GO:0046872
158745,ENSG00000101940,ENST00000376729,molecular_function,protein binding,GO:0005515
158865,ENSG00000134453,ENST00000379888,molecular_function,nucleic acid binding,GO:0003676
158921,ENSG00000189186,ENST00000451261,molecular_function,protein binding,GO:0005515
158955,ENSG00000102218,ENST00000218340,molecular_function,GTPase activator activity,GO:0003824
159160,ENSG00000165168,ENST00000378588,molecular_function,oxidoreductase activity,GO:0016491
159507,ENSG00000141956,ENST00000447016,molecular_function,methyltransferase activity,GO:0008168
159921,ENSG00000102100,ENST00000635285,molecular_function,pyrimidine nucleotide-sugar transmembrane transporter activity,GO:0015165
160102,ENSG00000198542,ENST00000376180,molecular_function,integrin binding,GO:0005178
160252,ENSG00000123179,ENST00000378284,molecular_function,cholestenol delta-isomerase activity,GO:0047750
160294,ENSG00000102539,ENST00000218721,molecular_function,G protein-coupled receptor activity,GO:0038023
160313,ENSG00000122025,ENST00000241453,molecular_function,ATP binding,GO:0005524
160399,ENSG00000148429,ENST00000609104,molecular_function,GTPase activator activity,GO:0003824
160454,ENSG00000101544,ENST00000262198,molecular_function,DNA binding,GO:0003676
160682,ENSG00000134504,ENST00000579973,molecular_function,protein binding,GO:0005515
160855,ENSG00000189132,ENST00000329357,molecular_function,protein binding,GO:0005515
160858,ENSG00000102098,ENST00000251900,molecular_function,protein binding,GO:0005515
160885,ENSG00000141424,ENST00000269187,molecular_function,metal ion transmembrane transporter activity,GO:0046873
160985,ENSG00000160199,ENST00000432907,molecular_function,DNA binding,GO:0003676
161499,ENSG00000166573,ENST00000299727,molecular_function,G protein-coupled receptor activity,GO:0038023
161751,ENSG00000102109,ENST00000218230,molecular_function,endopeptidase inhibitor activity,GO:0003824
161851,ENSG00000130741,ENST00000253039,molecular_function,GTP binding,GO:0005525
161884,ENSG00000198795,ENST00000361524,molecular_function,metal ion binding,GO:0046872
162067,ENSG00000120659,ENST00000358545,molecular_function,protein binding,GO:0005515
162316,ENSG00000154059,ENST00000284202,molecular_function,protein binding,GO:0005515
162557,ENSG00000198033,ENST00000400113,molecular_function,GTP binding,GO:0005525
162607,ENSG00000141668,ENST00000585159,molecular_function,protein binding,GO:0005515
162639,ENSG00000152455,ENST00000433779,molecular_function,protein binding,GO:0005515
162771,ENSG00000147119,ENST00000276055,molecular_function,sulfotransferase activity,GO:0008146
163186,ENSG00000176244,ENST00000356189,molecular_function,fatty-acyl-CoA binding,GO:0000166
163412,ENSG00000152464,ENST00000378203,molecular_function,RNA binding,GO:0003676
163673,ENSG00000160202,ENST00000291554,molecular_function,structural constituent of eye lens,GO:0005212
163753,ENSG00000123243,ENST00000397146,molecular_function,serine-type endopeptidase inhibitor activity,GO:0003824
163795,ENSG00000160201,ENST00000459639,molecular_function,metal ion binding,GO:0046872
163951,ENSG00000184735,ENST00000327968,molecular_function,ATP binding,GO:0005524
164045,ENSG00000102225,ENST00000457458,molecular_function,ATP binding,GO:0005524
164517,ENSG00000198553,ENST00000360473,molecular_function,protein binding,GO:0005515
165063,ENSG00000141759,ENST00000269601,molecular_function,protein binding,GO:0005515
165105,ENSG00000159128,ENST00000290219,molecular_function,protein binding,GO:0005515
165143,ENSG00000107611,ENST00000377833,molecular_function,calcium ion binding,GO:0005509
166064,ENSG00000173638,ENST00000417954,molecular_function,vitamin transmembrane transporter activity,GO:0090482
166369,ENSG00000026025,ENST00000544301,molecular_function,protein binding,GO:0005515
166532,ENSG00000197971,ENST00000382582,molecular_function,structural constituent of myelin sheath,GO:0019911
166889,ENSG00000182871,ENST00000651438,molecular_function,metal ion binding,GO:0046872
166980,ENSG00000093000,ENST00000347635,molecular_function,protein binding,GO:0005515
167321,ENSG00000107614,ENST00000354631,molecular_function,transferase activity,GO:0016740
167749,ENSG00000130638,ENST00000252934,molecular_function,protein binding,GO:0005515
167795,ENSG00000102313,ENST00000218436,molecular_function,serine-type endopeptidase inhibitor activity,GO:0003824
167864,ENSG00000148481,ENST00000378036,molecular_function,thiol-dependent ubiquitin-specific protease activity,GO:0016787
167931,ENSG00000100376,ENST00000216214,molecular_function,protein binding,GO:0005515
167962,ENSG00000169895,ENST00000380155,molecular_function,protein binding,GO:0005515
168097,ENSG00000165309,ENST00000298032,molecular_function,protein binding,GO:0005515
168115,ENSG00000100399,ENST00000417999,molecular_function,protein binding,GO:0005515
168406,ENSG00000100425,ENST00000216267,molecular_function,protein binding,GO:0005515
168579,ENSG00000186812,ENST00000591206,molecular_function,metal ion binding,GO:0046872
169127,ENSG00000154734,ENST00000284984,molecular_function,zinc ion binding,GO:0008270
169446,ENSG00000150510,ENST00000615498,molecular_function,protein binding,GO:0005515
169468,ENSG00000100065,ENST00000403299,molecular_function,protein binding,GO:0005515
169523,ENSG00000159055,ENST00000290130,molecular_function,metal ion binding,GO:0046872
169645,ENSG00000186871,ENST00000373657,molecular_function,ATP binding,GO:0005524
169871,ENSG00000198959,ENST00000361475,molecular_function,protein-glutamine gamma-glutamyltransferase activity,GO:0016740
170242,ENSG00000241878,ENST00000382151,molecular_function,phosphatidylserine decarboxylase activity,GO:0016829
170385,ENSG00000068400,ENST00000593475,molecular_function,protein binding,GO:0005515
170456,ENSG00000095794,ENST00000474362,molecular_function,DNA binding,GO:0003676
171199,ENSG00000042062,ENST00000045083,molecular_function,protein binding,GO:0005515
171275,ENSG00000102710,ENST00000490716,molecular_function,transcription coregulator activity,GO:0003712
171363,ENSG00000158480,ENST00000289431,molecular_function,protein binding,GO:0005515
171411,ENSG00000100422,ENST00000216264,molecular_function,kinase activity,GO:0016301
171483,ENSG00000106003,ENST00000402506,molecular_function,"transferase activity, transferring glycosyl groups",GO:0016757
171685,ENSG00000185808,ENST00000360525,molecular_function,phosphatidylinositol N-acetylglucosaminyltransferase activity,GO:0017176
171761,ENSG00000170471,ENST00000397042,molecular_function,GTPase activator activity,GO:0003824
171852,ENSG00000164853,ENST00000316333,molecular_function,DNA binding,GO:0003676
171933,ENSG00000134759,ENST00000358232,molecular_function,protein binding,GO:0005515
172074,ENSG00000239857,ENST00000265857,molecular_function,protein binding,GO:0005515
172133,ENSG00000159197,ENST00000290310,molecular_function,voltage-gated potassium channel activity,GO:0005249
172528,ENSG00000159082,ENST00000630077,molecular_function,nucleic acid binding,GO:0003676
172804,ENSG00000086232,ENST00000199389,molecular_function,ATP binding,GO:0005524
172912,ENSG00000124208,ENST00000341698,molecular_function,protein binding,GO:0005515
172987,ENSG00000165169,ENST00000378578,molecular_function,protein binding,GO:0005515
173469,ENSG00000100362,ENST00000417718,molecular_function,calcium ion binding,GO:0005509
173552,ENSG00000124226,ENST00000244061,molecular_function,metal ion binding,GO:0046872
173591,ENSG00000269897,ENST00000602390,molecular_function,metal ion binding,GO:0046872
173598,ENSG00000122512,ENST00000265849,molecular_function,ATP binding,GO:0005524
173777,ENSG00000188992,ENST00000344577,molecular_function,triglyceride lipase activity,GO:0016787
173932,ENSG00000150637,ENST00000280200,molecular_function,protein binding,GO:0005515
174088,ENSG00000080189,ENST00000543605,molecular_function,antiporter activity,GO:0015297
174164,ENSG00000197562,ENST00000569575,molecular_function,GTP binding,GO:0005525
174235,ENSG00000186951,ENST00000415785,molecular_function,DNA binding,GO:0003676
174840,ENSG00000101695,ENST00000217740,molecular_function,metal ion binding,GO:0046872
174902,ENSG00000123191,ENST00000242839,molecular_function,metal ion binding,GO:0046872
175190,ENSG00000100321,ENST00000318801,molecular_function,protein binding,GO:0005515
175256,ENSG00000197563,ENST00000639600,molecular_function,catalytic activity,GO:0003824
175685,ENSG00000127554,ENST00000248114,molecular_function,thiol oxidase activity,GO:0016972
175788,ENSG00000164654,ENST00000340080,molecular_function,protein binding,GO:0005515
175839,ENSG00000179133,ENST00000673651,molecular_function,protein binding,GO:0005515
175965,ENSG00000155304,ENST00000285667,molecular_function,nucleotide binding,GO:0000166
176037,ENSG00000100095,ENST00000343706,molecular_function,protein binding,GO:0005515
176096,ENSG00000198610,ENST00000380448,molecular_function,oxidoreductase activity,GO:0016491
176337,ENSG00000204740,ENST00000454679,molecular_function,protein binding,GO:0005515
176458,ENSG00000106511,ENST00000262041,molecular_function,DNA binding,GO:0003676
176733,ENSG00000103197,ENST00000219476,molecular_function,GTPase activator activity,GO:0003824
177539,ENSG00000136750,ENST00000376261,molecular_function,catalytic activity,GO:0003824
177607,ENSG00000165349,ENST00000374299,molecular_function,transmembrane transporter activity,GO:0022857
177739,ENSG00000146540,ENST00000357429,molecular_function,RNA binding,GO:0003676
177774,ENSG00000136295,ENST00000258796,molecular_function,chloride channel activity,GO:0005254
178084,ENSG00000131080,ENST00000374719,molecular_function,protein binding,GO:0005515
178766,ENSG00000106305,ENST00000223029,molecular_function,molecular adaptor activity,GO:0060090
179228,ENSG00000205581,ENST00000288344,molecular_function,nucleosomal DNA binding,GO:0031492
179303,ENSG00000242247,ENST00000263245,molecular_function,GTPase activator activity,GO:0003824
179554,ENSG00000133111,ENST00000255476,molecular_function,DNA binding,GO:0003676
179586,ENSG00000070388,ENST00000586042,molecular_function,growth factor activity,GO:0008083
179615,ENSG00000186184,ENST00000302979,molecular_function,DNA binding,GO:0003676
180314,ENSG00000101004,ENST00000278886,molecular_function,calcium ion binding,GO:0005509
180700,ENSG00000124089,ENST00000243911,molecular_function,G protein-coupled receptor activity,GO:0038023
180735,ENSG00000101104,ENST00000255136,molecular_function,RNA binding,GO:0003676
180797,ENSG00000070404,ENST00000166139,molecular_function,protein binding,GO:0005515
180846,ENSG00000159873,ENST00000249064,molecular_function,protein binding,GO:0005515
181282,ENSG00000101425,ENST00000642449,molecular_function,lipid binding,GO:0008289
181406,ENSG00000099812,ENST00000215582,molecular_function,actin binding,GO:0008092
181518,ENSG00000101444,ENST00000217426,molecular_function,adenosylhomocysteinase activity,GO:0016787
181625,ENSG00000057593,ENST00000346342,molecular_function,calcium ion binding,GO:0005509
181926,ENSG00000100290,ENST00000216115,molecular_function,protein binding,GO:0005515
181954,ENSG00000148444,ENST00000376836,molecular_function,protein binding,GO:0005515
182158,ENSG00000122035,ENST00000241463,molecular_function,GTP binding,GO:0005525
182400,ENSG00000070423,ENST00000605891,molecular_function,ubiquitin protein ligase activity,GO:0061630
182438,ENSG00000132819,ENST00000356208,molecular_function,nucleic acid binding,GO:0003676
182499,ENSG00000102316,ENST00000375068,molecular_function,protein binding,GO:0005515
182589,ENSG00000080618,ENST00000181383,molecular_function,zinc ion binding,GO:0008270
182915,ENSG00000172232,ENST00000592205,molecular_function,serine-type endopeptidase activity,GO:0016787
183006,ENSG00000136167,ENST00000398576,molecular_function,protein binding,GO:0005515
183156,ENSG00000148482,ENST00000377374,molecular_function,metal ion transmembrane transporter activity,GO:0046873
183416,ENSG00000099622,ENST00000588030,molecular_function,nucleic acid binding,GO:0003676
